condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,signal,n_examples,mae,rmse,rmse_ratio_vs_reference
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,sine,52,0.01658852037171011,0.01942443003768161,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,chirp,52,0.03408065431427494,0.044737485070259556,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ramp,52,0.009985571989323436,0.012211304381873535,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,piecewise_linear,52,0.012654409916680863,0.016133474488654025,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,first_order_response,52,0.009167626327213312,0.012037370947337967,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,second_order_response,52,0.012535922769083194,0.015991736479886533,1.0
seed-104729__h-4__c-64__absolute_geometry,104729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,regime_change,52,0.03316567386846504,0.04539958900395734,1.0
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,sine,51,0.01886223578467917,0.024220988819875427,0.9618831142513837
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,chirp,51,0.02704368256040033,0.035360967852092084,1.2218162767403467
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ramp,51,0.012139139039831742,0.015365777947019713,1.0001534990038963
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,piecewise_linear,51,0.009988125005807189,0.013839134717342232,0.9981350878792524
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,first_order_response,51,0.013782869243045778,0.017135774764808744,1.0002353119874874
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,second_order_response,51,0.012366267827328168,0.015239649306237536,1.0005721117214745
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,regime_change,51,0.0564124008889679,0.07410974525793435,1.459211645352169
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,sine,52,0.016404083939527983,0.019255332499297895,0.9912945945875538
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,chirp,52,0.03632512605299266,0.047197973381541046,1.0549983600423074
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ramp,52,0.009988908247519933,0.012213910869927057,1.0002134487825387
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,piecewise_linear,52,0.012649665456684752,0.016133298605287547,0.9999890982338242
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,first_order_response,52,0.009170477602660152,0.012040116610629177,1.0002280949306308
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,second_order_response,52,0.012538800605120946,0.015995640263091783,1.0002441125271269
seed-104729__h-4__c-64__turning_matched,104729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,regime_change,52,0.042078658417533436,0.05188182566850007,1.1427818358438815
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,sine,51,0.018876200716578855,0.02422990743550861,0.9622372973874999
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,chirp,51,0.027012515914801236,0.0353330458718728,1.2208514974375446
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ramp,51,0.012137276280329175,0.015365991833236616,1.0001674207883293
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,piecewise_linear,51,0.009986876645214075,0.013838561132456675,0.9980937185876135
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,first_order_response,51,0.013781734705898932,0.017135493488346906,1.0002188935498373
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,second_order_response,51,0.012371817335812314,0.015243819575641436,1.000845914299215
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,regime_change,51,0.05641831270809154,0.07409627951981136,1.4589465066472127
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,sine,52,0.016394442355050283,0.019248563718219435,0.9909461271645545
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,chirp,52,0.036337536067542,0.04722263260212568,1.0555495582275856
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ramp,52,0.00998826674092461,0.012213861878423824,1.0002094368030072
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,piecewise_linear,52,0.012646929713932702,0.01613170034525229,0.9998900333959072
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,52,0.00916975599310077,0.012039647064039167,1.0001890875267663
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,52,0.012536347050681945,0.015993293958336506,1.0000973927035337
seed-104729__h-4__c-64__turning,104729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,52,0.04208506457580592,0.05188633184109964,1.1428810916454966
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.0190792831506622,0.024573170681032964,0.9758692395872363
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.02660535300924268,0.037279710376397296,1.2881139769864465
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.012140484592939635,0.015368495214009842,1.000330365030288
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.009954855509426722,0.013834956612176298,0.9978337458190626
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.013784261563579326,0.01713916195974178,1.0004330265365584
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.01237539171592625,0.015255754262701208,1.001629496309153
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.06113233093280423,0.07607692905559817,1.4979452490922496
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,52,0.016741031588933548,0.019688402394721992,1.0135897092747792
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,52,0.04381195502894079,0.053496109381376736,1.195778200257835
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,52,0.009991426119171467,0.012216389478562845,1.000416425349028
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,52,0.012640137018226203,0.016130533042678016,0.9998176805635961
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,52,0.00917190702062883,0.012041916613958223,1.0003776295206106
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,52,0.012537090553536237,0.015995172221956455,1.0002148448402863
seed-104729__h-4__c-64__full_relational,104729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,52,0.04941616515286194,0.061812770094191984,1.361527085384054
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,sine,51,0.040992649917263486,0.049969184474939414,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,chirp,51,0.2816613140227383,0.32146632245433215,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,ramp,51,0.015423756357339894,0.01952234968478267,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,piecewise_linear,51,0.031112530585987033,0.03641917220408092,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,first_order_response,51,0.03993707436520564,0.04355684191833356,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,second_order_response,51,0.05157575927031221,0.0546239976588452,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,validation,regime_change,51,0.5209731972127163,0.5994738299609947,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,sine,52,0.034157692776741716,0.044140210121820705,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,chirp,52,0.3778848904144357,0.4353352613779837,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,ramp,52,0.030799144287544735,0.034981770622103,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,piecewise_linear,52,0.022432503024558938,0.02763520128130431,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,first_order_response,52,0.03810838461039609,0.04031165638019079,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,second_order_response,52,0.04512607042724928,0.048508089495471064,
seed-104729__h-16__c-64__raw,104729,16,64,,,,baseline,raw,test,regime_change,52,0.5238734627286376,0.5951350802379209,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,sine,51,0.12499274871569371,0.14011985993281745,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,chirp,51,0.3622772449308956,0.41051204638701766,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,ramp,51,0.036061463323209794,0.045949691660651056,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,piecewise_linear,51,0.0442296064756752,0.056312622350959615,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,first_order_response,51,0.04347905211773044,0.05676235842061328,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,second_order_response,51,0.03619821007219279,0.049263053473194596,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,validation,regime_change,51,0.5695613271282732,0.6385152670342534,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,sine,52,0.12030453585178004,0.13861231891241113,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,chirp,52,0.4530718634268428,0.516572353624388,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,ramp,52,0.03850121637847841,0.044449960802903796,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,piecewise_linear,52,0.043947708009967945,0.055465060815914624,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,first_order_response,52,0.03213385083563192,0.04117623391218873,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,second_order_response,52,0.03898304868472887,0.05410162865839354,
seed-104729__h-16__c-64__first_difference,104729,16,64,,,,baseline,first_difference,test,regime_change,52,0.5487489256482859,0.6158810365974798,
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,sine,51,0.13367760241405985,0.16027629209345706,2.3186271272336025
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,chirp,51,0.31547953997358547,0.36172730976457323,2.9626480438560527
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ramp,51,0.013844460818511768,0.016511764096920446,1.0627975420280364
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,piecewise_linear,51,0.02503243022953907,0.04374485321713274,1.0830599950418953
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,first_order_response,51,0.014205208370063432,0.01843244917916324,1.0426440057506228
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,second_order_response,51,0.0198153453570896,0.024102943198484345,1.0495266968645525
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,regime_change,51,0.42048734605039245,0.4935661812424285,1.286649439199538
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,sine,52,0.13746195802210492,0.15855403959512468,2.5413907775836635
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,chirp,52,0.326179548715331,0.39208598333784805,1.25413454231732
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ramp,52,0.012188221527911462,0.015330159309186955,1.0690681566422113
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,piecewise_linear,52,0.01723541393424969,0.020582435564311944,0.9495814012999598
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,first_order_response,52,0.01084605181733474,0.014162611419731528,1.0686323316293498
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,second_order_response,52,0.019380087408730907,0.02374536410101547,1.0715277773475733
seed-104729__h-16__c-64__segment,104729,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,regime_change,52,0.3924505395048748,0.44485643292481714,1.2783114773173827
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,sine,51,0.053176220006987636,0.06912551406430137,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,chirp,51,0.09952130134072282,0.12209594403720155,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ramp,51,0.013091362673735923,0.015536133124106217,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,piecewise_linear,51,0.024858929508510305,0.04039005541465004,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,first_order_response,51,0.013897376163866635,0.017678564378158304,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,second_order_response,51,0.018903918912341014,0.022965536055911277,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,regime_change,51,0.3095354382839096,0.3836057951803021,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,sine,52,0.05539848079051383,0.062388689293142376,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,chirp,52,0.22867788793846167,0.3126347055343627,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ramp,52,0.01119027274802749,0.01433973990707643,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,piecewise_linear,52,0.017639406175392208,0.021675272426497572,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,first_order_response,52,0.00997793704661983,0.013253025386325073,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,second_order_response,52,0.018018554561288196,0.0221602879579977,1.0
seed-104729__h-16__c-64__absolute_geometry,104729,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,regime_change,52,0.2613038853266137,0.3480031594947238,1.0
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,sine,51,0.05159877837701341,0.06448599504430953,0.932882683292943
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,chirp,51,0.10874260000492915,0.13981719558202468,1.1451420166702968
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ramp,51,0.013113505640008873,0.015558346173226736,1.001429766914526
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,piecewise_linear,51,0.02539020651479108,0.04132317665470463,1.023102747210298
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,first_order_response,51,0.013911544418053076,0.01770618691145772,1.0015624873552258
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,second_order_response,51,0.01896169277095547,0.023011388681087087,1.0019965841452243
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,regime_change,51,0.4116199968911469,0.5063004894242669,1.319845778623589
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,sine,52,0.05358149947989949,0.06085253735400891,0.9753777173949651
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,chirp,52,0.26963264384989527,0.31622411824248287,1.011481171618439
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ramp,52,0.011217155720666545,0.014360137826975004,1.0014224748866267
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,piecewise_linear,52,0.017573673900620267,0.02158394301308721,0.9957864698715982
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,first_order_response,52,0.01000522655684457,0.013283848936257576,1.0023257746087402
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,second_order_response,52,0.01805936763611006,0.022212666215239752,1.0023636090533359
seed-104729__h-16__c-64__turning_matched,104729,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,regime_change,52,0.29196477500433765,0.3724989063152376,1.0703894380041832
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,sine,51,0.05163107215756173,0.06456952503732787,0.9340910648022744
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,chirp,51,0.108703140950437,0.13970905755445995,1.1442563359180207
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ramp,51,0.01310812046035259,0.015555265737722986,1.0012314913539897
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,piecewise_linear,51,0.025372475022691285,0.04131528409387484,1.0229073386933063
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,first_order_response,51,0.013915216649846723,0.017691152107130875,1.0007120334379709
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,second_order_response,51,0.019029888384243274,0.023067541612254733,1.0044416797454723
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,regime_change,51,0.4116319437450366,0.506340714380042,1.3199506387593862
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,sine,52,0.05353967807926251,0.06081595196391298,0.9747913067729367
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,chirp,52,0.26976897262460847,0.3165549183520639,1.0125392758651048
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ramp,52,0.011204630525852792,0.0143550070187428,1.001064671449085
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,piecewise_linear,52,0.01753656808898787,0.021529370176429374,0.99326872358523
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,52,0.009971896719759775,0.013247778317722532,0.9996040852220841
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,52,0.018002928531551957,0.0221575934469674,0.999878408121979
seed-104729__h-16__c-64__turning,104729,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,52,0.29197155852049445,0.37269414021180364,1.0709504498549076
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.05386542929329598,0.06843053205961362,0.9899460855503908
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.1608542289494388,0.20801685019649102,1.7037163014449532
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.01314448823042424,0.01559404746003034,1.0037277188256235
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.02475126930954827,0.04111461093494291,1.0179389583117548
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.01394118295614876,0.01773128677499028,1.0029822781818818
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.019151880293855162,0.02317366564379378,1.0090626923480384
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.4177038271163608,0.5007370648284986,1.3053428053482419
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,52,0.05602084077627083,0.06311997961963345,1.0117215209163155
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,52,0.3145985363724396,0.3847152891080316,1.2305584834238639
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,52,0.011245729970811073,0.014389692120735017,1.0034834811497477
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,52,0.01744728912109668,0.021366477350132196,0.9857535780732388
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,52,0.010003692039053158,0.01328356824302517,1.0023045950497924
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,52,0.01804840425244381,0.022225126604482358,1.002925893680062
seed-104729__h-16__c-64__full_relational,104729,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,52,0.355320675048578,0.4540362608977315,1.3046900538402018
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,sine,51,0.011824567180430163,0.014961363294364973,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,chirp,51,0.02478645722633816,0.028709077751818857,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,ramp,51,0.012108131405113406,0.014147890020404683,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,piecewise_linear,51,0.01233000824081283,0.01492338505790691,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,first_order_response,51,0.010346003571461568,0.012633233741083213,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,second_order_response,51,0.011306990207967728,0.013841697302694187,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,validation,regime_change,51,0.03251642846214149,0.03709964432776394,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,test,sine,51,0.012486062851169107,0.01566491215749837,
seed-104729__h-1__c-128__raw,104729,1,128,,,,baseline,raw,test,chirp,51,0.028221040479489107,0.033338868191852174,
